,ds,y
0,2015-07-01 00:00:00,-0.026151783320016737
1,2015-07-02 20:38:11,0.11491100857004723
2,2015-07-04 17:16:23,0.23438477136072844
3,2015-07-06 13:54:35,0.23320077752393759
4,2015-07-08 10:32:47,0.17086076021654462
5,2015-07-10 07:10:59,0.40123733462141137
6,2015-07-12 03:49:11,0.717565470997397
7,2015-07-14 00:27:23,0.6857392622906768
8,2015-07-15 21:05:35,0.45681839642360916
9,2015-07-17 17:43:47,1.1167482371405484
10,2015-07-19 14:21:58,0.5115892550445862
11,2015-07-21 11:00:10,0.8457714662813709
12,2015-07-23 07:38:22,1.2025765651244267
13,2015-07-25 04:16:34,1.4098385554916097
14,2015-07-27 00:54:46,1.0704672272328064
15,2015-07-28 21:32:58,1.8698636997156206
16,2015-07-30 18:11:10,1.1286265919608136
17,2015-08-01 14:49:22,0.5087734294325283
18,2015-08-03 11:27:34,1.032968908750646
19,2015-08-05 08:05:45,1.4216958865452685
20,2015-08-07 04:43:57,0.9247467936171986
21,2015-08-09 01:22:09,1.2670068409803958
22,2015-08-10 22:00:21,0.7400804040558719
23,2015-08-12 18:38:33,0.9669423986941964
24,2015-08-14 15:16:45,0.925305508365766
25,2015-08-16 11:54:57,0.8124045290584441
26,2015-08-18 08:33:09,0.7911393145488226
27,2015-08-20 05:11:21,1.323053214120693
28,2015-08-22 01:49:32,1.224756831154335
29,2015-08-23 22:27:44,1.070562231541
30,2015-08-25 19:05:56,1.1312876314070426
31,2015-08-27 15:44:08,1.3061623109273712
32,2015-08-29 12:22:20,0.6679784285341519
33,2015-08-31 09:00:32,0.7888115844020119
34,2015-09-02 05:38:44,0.9569254004936276
35,2015-09-04 02:16:56,0.9910115816592154
36,2015-09-05 22:55:08,1.0879482343956919
37,2015-09-07 19:33:20,0.7813059495011623
38,2015-09-09 16:11:31,1.2151372593333396
39,2015-09-11 12:49:43,0.6472420962232762
40,2015-09-13 09:27:55,0.5470700667632068
41,2015-09-15 06:06:07,1.0642994038122897
42,2015-09-17 02:44:19,0.6936755158146203
43,2015-09-18 23:22:31,1.441452332198196
44,2015-09-20 20:00:43,0.7279660516680414
45,2015-09-22 16:38:55,0.6403363806298153
46,2015-09-24 13:17:07,0.2776656810250544
47,2015-09-26 09:55:18,0.615153533293195
48,2015-09-28 06:33:30,0.9725469967739979
49,2015-09-30 03:11:42,0.7807308388827685
50,2015-10-01 23:49:54,0.4661454737117518
51,2015-10-03 20:28:06,0.3332123257749784
52,2015-10-05 17:06:18,0.15207325606277666
53,2015-10-07 13:44:30,0.06467178881170514
54,2015-10-09 10:22:42,-0.22306807487194913
55,2015-10-11 07:00:54,-0.2489127116284784
56,2015-10-13 03:39:05,-0.4881567110334726
57,2015-10-15 00:17:17,-0.3890198240573319
58,2015-10-16 20:55:29,-0.3476617473396558
59,2015-10-18 17:33:41,0.2550208042178232
60,2015-10-20 14:11:53,0.02714444120082754
61,2015-10-22 10:50:05,-0.24954745940316123
62,2015-10-24 07:28:17,-0.25710452691582875
63,2015-10-26 04:06:29,-0.5419831579557767
64,2015-10-28 00:44:41,-0.1353442000679732
65,2015-10-29 21:22:52,0.0507800502466792
66,2015-10-31 18:01:04,0.15012975923923805
67,2015-11-02 14:39:16,-0.2996141990607879
68,2015-11-04 11:17:28,-0.30738842737016536
69,2015-11-06 07:55:40,-0.3392089540046612
70,2015-11-08 04:33:52,-0.678344542077876
71,2015-11-10 01:12:04,-0.4303347758229884
72,2015-11-11 21:50:16,-0.6754929875581028
73,2015-11-13 18:28:28,-0.7386176014666948
74,2015-11-15 15:06:40,-0.15554428017256428
75,2015-11-17 11:44:51,-0.5868561087634379
76,2015-11-19 08:23:03,-0.3593006757533149
77,2015-11-21 05:01:15,-0.5791039408629035
78,2015-11-23 01:39:27,-0.3684580296755803
79,2015-11-24 22:17:39,-0.270618366131146
80,2015-11-26 18:55:51,-0.188252888607366
81,2015-11-28 15:34:03,-0.436850289339049
